node,clustering_coefficient,node_type,weight,label,degree,repo_id,repo_name,community_id,community_size
R_354094562,0.0,Repo,1,R_354094562,1,354094562,,4,273
R_38973038,1.0,Repo,1,R_38973038,3,38973038,,7,178
R_196414933,0.3333333333333333,Repo,1,R_196414933,6,196414933,,2,855
R_421704236,0.0,Repo,1,R_421704236,1,421704236,,4,273
R_88962042,0.0,Repo,1,R_88962042,3,88962042,,0,1244
R_357723952,0.0,Repo,1,R_357723952,1,357723952,,4,273
R_5174103,0.3,Repo,1,R_5174103,5,5174103,,0,1244
R_373315216,1.0,Repo,1,R_373315216,2,373315216,,7,178
R_507775,0.0067777233382328925,Repo,1,R_507775,161,507775,elastic/elasticsearch,9,162
R_172750723,0.16666666666666666,Repo,1,R_172750723,4,172750723,,14,107
R_363341351,0.0,Repo,1,R_363341351,1,363341351,,4,273
R_22374529,0.0,Repo,1,R_22374529,1,22374529,,4,273
R_355030559,0.0,Repo,1,R_355030559,1,355030559,,4,273
R_354129853,0.0,Repo,1,R_354129853,1,354129853,,4,273
R_354125784,0.0,Repo,1,R_354125784,1,354125784,,4,273
R_490557661,0.0,Repo,1,R_490557661,1,490557661,,4,273
R_354136133,0.0,Repo,1,R_354136133,1,354136133,,4,273
R_355015152,0.0,Repo,1,R_355015152,1,355015152,,4,273
R_354126484,0.0,Repo,1,R_354126484,1,354126484,,4,273
R_355027797,0.0,Repo,1,R_355027797,1,355027797,,4,273
R_355033263,0.0,Repo,1,R_355033263,1,355033263,,4,273
R_362220956,0.0,Repo,1,R_362220956,1,362220956,,4,273
R_575177379,0.0,Repo,1,R_575177379,1,575177379,,4,273
R_430286090,0.0,Repo,1,R_430286090,1,430286090,,4,273
R_68731208,0.0,Repo,1,R_68731208,1,68731208,,4,273
R_49442815,0.0,Repo,1,R_49442815,2,49442815,,4,273
R_590659968,0.0,Repo,1,R_590659968,1,590659968,,4,273
R_404144554,0.0,Repo,1,R_404144554,1,404144554,,4,273
R_621803253,0.0,Repo,1,R_621803253,1,621803253,,4,273
R_599320067,0.0,Repo,1,R_599320067,1,599320067,,4,273
R_5099453,0.0,Repo,1,R_5099453,2,5099453,,4,273
R_452337765,0.0,Repo,1,R_452337765,2,452337765,,4,273
R_26002040,0.0,Repo,1,R_26002040,2,26002040,,4,273
R_73967674,0.0,Repo,1,R_73967674,1,73967674,,4,273
R_18192493,0.0,Repo,1,R_18192493,2,18192493,,4,273
R_149121954,0.2545454545454545,Repo,1,R_149121954,11,149121954,,0,1244
R_440385562,0.0,Repo,1,R_440385562,1,440385562,,4,273
R_607546570,0.0,Repo,1,R_607546570,1,607546570,,4,273
R_354080507,0.0,Repo,1,R_354080507,1,354080507,,4,273
R_355035157,0.0,Repo,1,R_355035157,1,355035157,,4,273
R_323830219,1.0,Repo,1,R_323830219,2,323830219,,4,273
R_383875967,0.0,Repo,1,R_383875967,1,383875967,,4,273
R_354123935,0.0,Repo,1,R_354123935,1,354123935,,4,273
R_457577836,0.0,Repo,1,R_457577836,1,457577836,,4,273
R_464684932,0.0,Repo,1,R_464684932,1,464684932,,4,273
R_334274317,0.0,Repo,1,R_334274317,1,334274317,,4,273
R_506753204,0.0,Repo,1,R_506753204,1,506753204,,4,273
R_543781937,0.0,Repo,1,R_543781937,1,543781937,,4,273
R_359965651,0.0,Repo,1,R_359965651,1,359965651,,4,273
R_364534653,0.0,Repo,1,R_364534653,1,364534653,,4,273
R_429180442,0.0,Repo,1,R_429180442,1,429180442,,4,273
R_388880322,0.0,Repo,1,R_388880322,1,388880322,,4,273
R_373307571,0.0,Repo,1,R_373307571,1,373307571,,4,273
R_458283258,0.0,Repo,1,R_458283258,1,458283258,,4,273
R_364195857,0.0,Repo,1,R_364195857,1,364195857,,4,273
R_305438763,0.0,Repo,1,R_305438763,3,305438763,,11,134
R_627172485,0.0,Repo,1,R_627172485,1,627172485,,4,273
R_637928904,0.0,Repo,1,R_637928904,1,637928904,,4,273
R_27500243,0.0,Repo,1,R_27500243,1,27500243,,4,273
R_688586835,0.0,Repo,1,R_688586835,1,688586835,,4,273
R_34691715,0.0,Repo,1,R_34691715,1,34691715,,4,273
R_513195031,0.0,Repo,1,R_513195031,1,513195031,,4,273
R_6065067,0.0,Repo,1,R_6065067,1,6065067,,4,273
R_580396880,0.0,Repo,1,R_580396880,1,580396880,,4,273
R_10746583,0.26666666666666666,Repo,1,R_10746583,6,10746583,,0,1244
R_392918204,0.0,Repo,1,R_392918204,1,392918204,,4,273
R_263991304,0.0,Repo,1,R_263991304,3,263991304,,0,1244
R_5695907,0.05263157894736842,Repo,1,R_5695907,20,5695907,,0,1244
R_220391287,0.0,Repo,1,R_220391287,4,220391287,,4,273
R_28992330,0.0,Repo,1,R_28992330,3,28992330,,0,1244
R_645237,0.0,Repo,1,R_645237,1,645237,,4,273
R_17812502,0.0,Repo,1,R_17812502,4,17812502,,0,1244
R_11225909,0.0,Repo,1,R_11225909,3,11225909,,0,1244
R_27954927,0.047619047619047616,Repo,1,R_27954927,7,27954927,,0,1244
R_17224514,0.0,Repo,1,R_17224514,8,17224514,ehcache/ehcache3,14,107
R_242776849,0.0,Repo,1,R_242776849,1,242776849,,4,273
R_440582814,0.0,Repo,1,R_440582814,1,440582814,,4,273
R_368395082,0.0,Repo,1,R_368395082,1,368395082,,4,273
R_437944910,0.0,Repo,1,R_437944910,1,437944910,,4,273
R_530449130,0.0,Repo,1,R_530449130,1,530449130,,4,273
R_623962571,0.0,Repo,1,R_623962571,1,623962571,,4,273
R_374876908,0.0,Repo,1,R_374876908,1,374876908,,4,273
R_376951839,0.0,Repo,1,R_376951839,2,376951839,,4,273
R_1397974,0.0,Repo,1,R_1397974,1,1397974,,4,273
R_49324039,0.0,Repo,1,R_49324039,1,49324039,,4,273
R_365818754,0.0,Repo,1,R_365818754,1,365818754,,4,273
R_31339163,0.16666666666666666,Repo,1,R_31339163,4,31339163,,0,1244
R_17372733,0.0,Repo,1,R_17372733,2,17372733,,8,171
R_463750547,0.0,Repo,1,R_463750547,1,463750547,,4,273
R_441206783,0.0,Repo,1,R_441206783,1,441206783,,4,273
R_438096425,0.0,Repo,1,R_438096425,1,438096425,,4,273
R_387876243,0.0,Repo,1,R_387876243,1,387876243,,4,273
R_440289940,0.0,Repo,1,R_440289940,1,440289940,,4,273
R_172155554,0.0,Repo,1,R_172155554,1,172155554,,4,273
R_376093508,0.0,Repo,1,R_376093508,1,376093508,,4,273
R_408582115,0.0,Repo,1,R_408582115,1,408582115,,4,273
R_497173054,0.0,Repo,1,R_497173054,1,497173054,,4,273
R_223708643,0.0,Repo,1,R_223708643,1,223708643,,4,273
R_53990057,0.0,Repo,1,R_53990057,1,53990057,,4,273
R_678615763,0.0,Repo,1,R_678615763,1,678615763,,4,273
R_488455975,0.0,Repo,1,R_488455975,1,488455975,,4,273
R_724712,0.12333333333333334,Repo,1,R_724712,25,724712,,1,987
R_567524986,0.0,Repo,1,R_567524986,1,567524986,,4,273
R_451511457,0.0,Repo,1,R_451511457,1,451511457,,4,273
R_319701508,0.0,Repo,1,R_319701508,1,319701508,,4,273
R_15807269,0.0,Repo,1,R_15807269,1,15807269,,4,273
R_10394615,0.0,Repo,1,R_10394615,1,10394615,,4,273
R_206483,0.3,Repo,1,R_206483,5,206483,,0,1244
R_9156682,1.0,Repo,1,R_9156682,2,9156682,,9,162
R_3037907,0.08888888888888889,Repo,1,R_3037907,10,3037907,,0,1244
R_388884666,0.0,Repo,1,R_388884666,1,388884666,,4,273
R_89026103,0.0,Repo,1,R_89026103,1,89026103,,4,273
R_714809540,1.0,Repo,1,R_714809540,2,714809540,,9,162
R_706110337,0.0,Repo,1,R_706110337,1,706110337,,4,273
R_677153316,0.0,Repo,1,R_677153316,1,677153316,,4,273
R_155368246,1.0,Repo,1,R_155368246,2,155368246,,9,162
R_364712598,0.0,Repo,1,R_364712598,1,364712598,,4,273
R_302322,0.5,Repo,1,R_302322,4,302322,,7,178
R_580867522,0.0,Repo,1,R_580867522,1,580867522,,4,273
R_226668025,0.0,Repo,1,R_226668025,1,226668025,,4,273
R_9384267,1.0,Repo,1,R_9384267,2,9384267,,4,273
R_81598961,0.11428571428571428,Repo,1,R_81598961,15,81598961,,3,647
R_45717250,0.0,Repo,1,R_45717250,1,45717250,,4,273
R_484214803,0.0,Repo,1,R_484214803,1,484214803,,4,273
R_474202076,0.0,Repo,1,R_474202076,1,474202076,,4,273
R_366186609,0.0,Repo,1,R_366186609,1,366186609,,4,273
R_667517207,0.0,Repo,1,R_667517207,1,667517207,,4,273
R_543218317,0.0,Repo,1,R_543218317,1,543218317,,4,273
R_445557289,0.0,Repo,1,R_445557289,1,445557289,,4,273
R_523981741,0.0,Repo,1,R_523981741,1,523981741,,4,273
R_17165658,0.003925253157949681,Repo,1,R_17165658,317,17165658,apache/spark,0,1244
R_50229487,0.5,Repo,1,R_50229487,7,50229487,apache/lucene-solr,0,1244
R_206402,0.3333333333333333,Repo,1,R_206402,4,206402,,0,1244
R_373697868,0.0,Repo,1,R_373697868,1,373697868,,4,273
R_565419004,0.0,Repo,1,R_565419004,1,565419004,,4,273
R_572389548,0.0,Repo,1,R_572389548,1,572389548,,4,273
R_664873197,0.0,Repo,1,R_664873197,1,664873197,,4,273
R_645922806,0.0,Repo,1,R_645922806,1,645922806,,4,273
R_185861173,0.5,Repo,1,R_185861173,4,185861173,,2,855
R_516447169,0.0,Repo,1,R_516447169,1,516447169,,4,273
R_540545955,0.0,Repo,1,R_540545955,1,540545955,,4,273
R_480309588,0.0,Repo,1,R_480309588,1,480309588,,4,273
R_510721105,0.0,Repo,1,R_510721105,1,510721105,,4,273
R_341374920,1.0,Repo,1,R_341374920,2,341374920,,7,178
R_14401179,0.0,Repo,1,R_14401179,1,14401179,,4,273
R_38153503,0.0,Repo,1,R_38153503,1,38153503,,4,273
R_301573344,0.0,Repo,1,R_301573344,3,301573344,,4,273
R_492062409,0.0,Repo,1,R_492062409,1,492062409,,4,273
R_56894212,0.2,Repo,1,R_56894212,5,56894212,,4,273
R_349707098,0.0,Repo,1,R_349707098,1,349707098,,4,273
R_362276910,0.0,Repo,1,R_362276910,1,362276910,,4,273
R_599056425,0.0,Repo,1,R_599056425,1,599056425,,4,273
R_51073068,0.0,Repo,1,R_51073068,1,51073068,,4,273
R_366767099,0.0,Repo,1,R_366767099,1,366767099,,4,273
R_672187135,0.0,Repo,1,R_672187135,1,672187135,,4,273
R_8413786,0.0,Repo,1,R_8413786,1,8413786,,4,273
R_358735095,0.0,Repo,1,R_358735095,1,358735095,,4,273
R_67646563,0.0,Repo,1,R_67646563,1,67646563,,4,273
R_631805185,1.0,Repo,1,R_631805185,2,631805185,,7,178
R_29759715,0.09166666666666666,Repo,1,R_29759715,16,29759715,,3,647
R_426559977,0.0,Repo,1,R_426559977,1,426559977,,4,273
R_506753162,0.0,Repo,1,R_506753162,1,506753162,,4,273
R_23418517,0.37777777777777777,Repo,1,R_23418517,10,23418517,apache/hadoop,0,1244
R_671133847,0.0,Repo,1,R_671133847,1,671133847,,4,273
R_192626254,0.047619047619047616,Repo,1,R_192626254,7,192626254,,1,987
R_283325,0.0,Repo,1,R_283325,10,283325,,0,1244
R_591946735,0.0,Repo,1,R_591946735,1,591946735,,4,273
R_556961506,0.0,Repo,1,R_556961506,1,556961506,,4,273
R_2604249,0.2909090909090909,Repo,1,R_2604249,11,2604249,,0,1244
R_357794679,0.0,Repo,1,R_357794679,1,357794679,,4,273
R_601683538,0.0,Repo,1,R_601683538,1,601683538,,4,273
R_10437688,0.0,Repo,1,R_10437688,1,10437688,,4,273
R_30676648,0.16666666666666666,Repo,1,R_30676648,4,30676648,,0,1244
R_345431021,0.0,Repo,1,R_345431021,1,345431021,,4,273
R_12499251,0.12727272727272726,Repo,1,R_12499251,11,12499251,,0,1244
R_1064563,0.07,Repo,1,R_1064563,25,1064563,,0,1244
R_44702033,0.0,Repo,1,R_44702033,1,44702033,,4,273
R_296778170,0.0,Repo,1,R_296778170,1,296778170,,4,273
R_550871856,0.0,Repo,1,R_550871856,1,550871856,,4,273
R_530754347,1.0,Repo,1,R_530754347,2,530754347,,7,178
R_695754575,0.0,Repo,1,R_695754575,1,695754575,,4,273
R_357510578,0.0,Repo,1,R_357510578,1,357510578,,4,273
R_700399518,0.0,Repo,1,R_700399518,1,700399518,,4,273
R_688136681,0.0,Repo,1,R_688136681,1,688136681,,4,273
R_494334828,0.0,Repo,1,R_494334828,1,494334828,,4,273
R_260889387,0.0,Repo,1,R_260889387,1,260889387,,4,273
R_85294562,0.0,Repo,1,R_85294562,1,85294562,,4,273
R_357290698,0.0,Repo,1,R_357290698,1,357290698,,4,273
R_355029829,0.0,Repo,1,R_355029829,1,355029829,,4,273
R_315929658,0.0,Repo,1,R_315929658,1,315929658,,4,273
R_43976244,0.0,Repo,1,R_43976244,1,43976244,,4,273
R_29301872,0.0,Repo,1,R_29301872,1,29301872,,4,273
R_168736372,0.0,Repo,1,R_168736372,1,168736372,,4,273
R_600266034,0.0,Repo,1,R_600266034,1,600266034,,4,273
R_546990739,0.0,Repo,1,R_546990739,1,546990739,,4,273
R_357378270,0.0,Repo,1,R_357378270,1,357378270,,4,273
R_346829005,0.0,Repo,1,R_346829005,1,346829005,,4,273
R_350747449,0.0,Repo,1,R_350747449,1,350747449,,4,273
R_174581882,0.0,Repo,1,R_174581882,1,174581882,,4,273
R_6169821,0.0,Repo,1,R_6169821,1,6169821,,4,273
R_590166847,0.0,Repo,1,R_590166847,1,590166847,,4,273
R_671825,0.0,Repo,1,R_671825,1,671825,,4,273
R_283187,0.14285714285714285,Repo,1,R_283187,8,283187,,0,1244
R_472893587,0.0,Repo,1,R_472893587,1,472893587,,4,273
R_383855027,0.0,Repo,1,R_383855027,1,383855027,,4,273
R_16554739,0.6666666666666666,Repo,1,R_16554739,3,16554739,,9,162
R_388936696,0.0,Repo,1,R_388936696,1,388936696,,4,273
R_32184830,1.0,Repo,1,R_32184830,4,32184830,,4,273
R_221989665,0.0,Repo,1,R_221989665,1,221989665,,4,273
R_414013547,0.0,Repo,1,R_414013547,1,414013547,,4,273
R_388015125,0.0,Repo,1,R_388015125,1,388015125,,4,273
R_587291698,0.0,Repo,1,R_587291698,1,587291698,,4,273
R_186765948,0.1,Repo,1,R_186765948,5,186765948,,0,1244
R_699397588,0.0,Repo,1,R_699397588,1,699397588,,4,273
R_630409576,0.0,Repo,1,R_630409576,1,630409576,,4,273
R_156606443,0.0,Repo,1,R_156606443,1,156606443,,4,273
R_95247959,0.2,Repo,1,R_95247959,5,95247959,,0,1244
R_200299178,0.14285714285714285,Repo,1,R_200299178,7,200299178,,1,987
R_5152285,0.0,Repo,1,R_5152285,2,5152285,,4,273
R_20300177,0.07258064516129033,Repo,1,R_20300177,32,20300177,,0,1244
R_648111554,0.0,Repo,1,R_648111554,1,648111554,,4,273
R_25881432,0.0,Repo,1,R_25881432,3,25881432,,0,1244
R_45903621,0.0,Repo,1,R_45903621,1,45903621,,4,273
R_16489874,0.0,Repo,1,R_16489874,1,16489874,,4,273
R_357720135,0.0,Repo,1,R_357720135,1,357720135,,4,273
R_191163758,0.0,Repo,1,R_191163758,1,191163758,,4,273
R_205262760,0.1,Repo,1,R_205262760,5,205262760,,2,855
R_2032665,0.0,Repo,1,R_2032665,1,2032665,,4,273
R_77308564,0.0,Repo,1,R_77308564,1,77308564,,4,273
R_224374031,0.0,Repo,1,R_224374031,1,224374031,,4,273
R_57942251,0.0,Repo,1,R_57942251,1,57942251,,4,273
R_13745124,0.0,Repo,1,R_13745124,1,13745124,,4,273
R_20321688,0.0,Repo,1,R_20321688,3,20321688,,0,1244
R_27729926,0.12727272727272726,Repo,1,R_27729926,11,27729926,,0,1244
R_206371,0.09523809523809523,Repo,1,R_206371,7,206371,,0,1244
R_100921897,0.0,Repo,1,R_100921897,1,100921897,,4,273
R_110100447,0.0,Repo,1,R_110100447,1,110100447,,4,273
R_466757879,0.0,Repo,1,R_466757879,1,466757879,,4,273
R_562778457,0.0,Repo,1,R_562778457,1,562778457,,4,273
R_489737124,0.0,Repo,1,R_489737124,1,489737124,,4,273
R_320929718,0.0,Repo,1,R_320929718,1,320929718,,4,273
R_196057608,0.07692307692307693,Repo,1,R_196057608,14,196057608,,0,1244
R_240215314,0.0,Repo,1,R_240215314,1,240215314,,4,273
R_564884242,0.0,Repo,1,R_564884242,1,564884242,,4,273
R_534434596,0.0,Repo,1,R_534434596,1,534434596,,4,273
R_541645085,0.0,Repo,1,R_541645085,1,541645085,,4,273
R_535788760,0.0,Repo,1,R_535788760,1,535788760,,4,273
R_388885253,0.0,Repo,1,R_388885253,1,388885253,,4,273
R_4542716,0.0,Repo,1,R_4542716,4,4542716,,1,987
R_130040931,0.0,Repo,1,R_130040931,1,130040931,,4,273
R_64431348,0.0,Repo,1,R_64431348,1,64431348,,4,273
R_6296790,0.0,Repo,1,R_6296790,7,6296790,,0,1244
R_440858794,0.0,Repo,1,R_440858794,1,440858794,,4,273
R_417132124,0.0,Repo,1,R_417132124,1,417132124,,4,273
R_574877,0.21428571428571427,Repo,1,R_574877,8,574877,,0,1244
R_206337472,0.0,Repo,1,R_206337472,1,206337472,,4,273
R_8544907,0.0,Repo,1,R_8544907,1,8544907,,4,273
R_254865575,0.0,Repo,1,R_254865575,1,254865575,,4,273
R_21088403,1.0,Repo,1,R_21088403,2,21088403,,9,162
R_631796143,0.0,Repo,1,R_631796143,1,631796143,,4,273
R_606210753,0.0,Repo,1,R_606210753,1,606210753,,4,273
R_354899090,0.0,Repo,1,R_354899090,1,354899090,,4,273
R_386095335,0.0,Repo,1,R_386095335,1,386095335,,4,273
R_33881870,0.0,Repo,1,R_33881870,1,33881870,,4,273
R_7691631,0.10989010989010989,Repo,1,R_7691631,14,7691631,,2,855
R_2045207,0.039525691699604744,Repo,1,R_2045207,23,2045207,,0,1244
R_636427565,0.0,Repo,1,R_636427565,1,636427565,,4,273
R_388883534,0.0,Repo,1,R_388883534,1,388883534,,4,273
R_10637896,0.14285714285714285,Repo,1,R_10637896,8,10637896,,0,1244
R_420026145,0.0,Repo,1,R_420026145,1,420026145,,4,273
R_25459400,0.0,Repo,1,R_25459400,1,25459400,,4,273
R_197814629,0.0338680926916221,Repo,1,R_197814629,34,197814629,,0,1244
R_393499763,0.0,Repo,1,R_393499763,2,393499763,,4,273
R_32097112,0.0,Repo,1,R_32097112,2,32097112,,4,273
R_171460321,0.0,Repo,1,R_171460321,1,171460321,,4,273
R_508865884,0.0,Repo,1,R_508865884,1,508865884,,4,273
R_453068084,0.0029948488599608673,Repo,1,R_453068084,321,453068084,risingwavelabs/risingwave,1,987
R_570036022,0.0,Repo,1,R_570036022,1,570036022,,1,987
R_586771395,0.0,Repo,1,R_586771395,1,586771395,,1,987
R_4463453,0.017543859649122806,Repo,1,R_4463453,19,4463453,,0,1244
R_36747447,0.0,Repo,1,R_36747447,1,36747447,,1,987
R_40345658,0.0,Repo,1,R_40345658,1,40345658,,1,987
R_106310,0.2,Repo,1,R_106310,6,106310,,0,1244
R_24355992,1.0,Repo,1,R_24355992,4,24355992,,1,987
R_3320710,0.3333333333333333,Repo,1,R_3320710,6,3320710,,1,987
R_483142984,0.0,Repo,1,R_483142984,1,483142984,,1,987
R_459025965,0.26666666666666666,Repo,1,R_459025965,6,459025965,,1,987
R_433273516,0.6,Repo,1,R_433273516,6,433273516,,1,987
R_561341270,0.0,Repo,1,R_561341270,1,561341270,,1,987
R_321270638,0.0,Repo,1,R_321270638,1,321270638,,1,987
R_557135476,0.0,Repo,1,R_557135476,1,557135476,,1,987
R_467834013,0.0,Repo,1,R_467834013,1,467834013,,1,987
R_333303663,0.0,Repo,1,R_333303663,1,333303663,,1,987
R_676861139,0.0,Repo,1,R_676861139,1,676861139,,1,987
R_15045751,0.06666666666666667,Repo,1,R_15045751,6,15045751,,1,987
R_513542067,0.10714285714285714,Repo,1,R_513542067,8,513542067,,1,987
R_654024495,1.0,Repo,1,R_654024495,2,654024495,,1,987
R_389256017,0.3333333333333333,Repo,1,R_389256017,3,389256017,,1,987
R_18210201,0.2,Repo,1,R_18210201,5,18210201,,1,987
R_157463841,0.0,Repo,1,R_157463841,1,157463841,,1,987
R_26850443,0.3333333333333333,Repo,1,R_26850443,6,26850443,,1,987
R_212936374,0.1,Repo,1,R_212936374,5,212936374,,1,987
R_295027737,0.0,Repo,1,R_295027737,1,295027737,,1,987
R_15500883,0.03571428571428571,Repo,1,R_15500883,8,15500883,,1,987
R_17420913,0.5,Repo,1,R_17420913,5,17420913,,1,987
R_302827809,0.010498687664041995,Repo,1,R_302827809,132,302827809,datafuselabs/databend,1,987
R_213836768,0.0,Repo,1,R_213836768,3,213836768,,1,987
R_563782278,0.0,Repo,1,R_563782278,1,563782278,,1,987
R_619008516,0.03484320557491289,Repo,1,R_619008516,42,619008516,,1,987
R_607721298,1.0,Repo,1,R_607721298,2,607721298,,1,987
R_679628763,0.0,Repo,1,R_679628763,1,679628763,,1,987
R_305468604,0.0,Repo,1,R_305468604,2,305468604,,1,987
R_469069490,0.0,Repo,1,R_469069490,1,469069490,,1,987
R_5870069,0.3,Repo,1,R_5870069,5,5870069,,3,647
R_671504259,0.0,Repo,1,R_671504259,1,671504259,,1,987
R_639698167,0.0,Repo,1,R_639698167,1,639698167,,1,987
R_31830551,0.3333333333333333,Repo,1,R_31830551,3,31830551,,1,987
R_90752597,0.0,Repo,1,R_90752597,1,90752597,,1,987
R_31315121,0.2,Repo,1,R_31315121,5,31315121,,1,987
R_41473746,0.16666666666666666,Repo,1,R_41473746,4,41473746,,1,987
R_363245888,0.3333333333333333,Repo,1,R_363245888,3,363245888,,1,987
R_242828875,0.0,Repo,1,R_242828875,1,242828875,,1,987
R_216494674,0.6666666666666666,Repo,1,R_216494674,4,216494674,,1,987
R_201517171,0.3333333333333333,Repo,1,R_201517171,6,201517171,,1,987
R_229877920,1.0,Repo,1,R_229877920,2,229877920,,1,987
R_245704608,0.0,Repo,1,R_245704608,2,245704608,,3,647
R_70107786,0.0,Repo,1,R_70107786,3,70107786,,3,647
R_13078968,0.03636363636363636,Repo,1,R_13078968,11,13078968,,0,1244
R_39527318,0.0,Repo,1,R_39527318,2,39527318,,1,987
R_18004019,0.0,Repo,1,R_18004019,2,18004019,,3,647
R_30270430,0.0,Repo,1,R_30270430,1,30270430,,1,987
R_330488939,0.0,Repo,1,R_330488939,1,330488939,,1,987
R_27890669,0.35714285714285715,Repo,1,R_27890669,8,27890669,,1,987
R_25777459,0.0,Repo,1,R_25777459,4,25777459,,1,987
R_52115335,0.5,Repo,1,R_52115335,4,52115335,,1,987
R_353335347,0.0,Repo,1,R_353335347,1,353335347,,1,987
R_24560307,0.041666666666666664,Repo,1,R_24560307,16,24560307,,0,1244
R_97316835,0.0,Repo,1,R_97316835,2,97316835,,1,987
R_95902102,0.3333333333333333,Repo,1,R_95902102,3,95902102,,1,987
R_177428838,0.0,Repo,1,R_177428838,3,177428838,,1,987
R_100649664,0.0,Repo,1,R_100649664,2,100649664,,1,987
R_295544240,0.08888888888888889,Repo,1,R_295544240,10,295544240,,1,987
R_22446506,0.2,Repo,1,R_22446506,5,22446506,,1,987
R_358917250,0.21818181818181817,Repo,1,R_358917250,11,358917250,,1,987
R_230310173,0.6666666666666666,Repo,1,R_230310173,3,230310173,,1,987
R_330600696,1.0,Repo,1,R_330600696,2,330600696,,1,987
R_155240458,0.0,Repo,1,R_155240458,2,155240458,,1,987
R_50205233,0.0,Repo,1,R_50205233,1,50205233,,1,987
R_685905563,0.0,Repo,1,R_685905563,1,685905563,,1,987
R_23500865,0.3,Repo,1,R_23500865,5,23500865,,1,987
R_14367737,0.14285714285714285,Repo,1,R_14367737,7,14367737,,1,987
R_142720484,0.0,Repo,1,R_142720484,1,142720484,,1,987
R_20078379,0.0,Repo,1,R_20078379,2,20078379,,3,647
R_206459,0.26666666666666666,Repo,1,R_206459,6,206459,,0,1244
R_474942253,0.0,Repo,1,R_474942253,1,474942253,,1,987
R_483667431,0.0,Repo,1,R_483667431,1,483667431,,1,987
R_383020697,0.0,Repo,1,R_383020697,1,383020697,,1,987
R_73561616,0.0,Repo,1,R_73561616,2,73561616,,1,987
R_247399816,0.0,Repo,1,R_247399816,1,247399816,,1,987
R_553986299,0.0,Repo,1,R_553986299,1,553986299,,1,987
R_563901154,0.0,Repo,1,R_563901154,1,563901154,,1,987
R_329445418,0.0,Repo,1,R_329445418,2,329445418,,1,987
R_540192615,0.0,Repo,1,R_540192615,1,540192615,,1,987
R_120538653,0.3333333333333333,Repo,1,R_120538653,7,120538653,,1,987
R_216143574,0.0,Repo,1,R_216143574,1,216143574,,1,987
R_575338309,0.0,Repo,1,R_575338309,1,575338309,,1,987
R_120511966,0.0,Repo,1,R_120511966,1,120511966,,1,987
R_86519473,0.0,Repo,1,R_86519473,1,86519473,,1,987
R_31728565,1.0,Repo,1,R_31728565,2,31728565,,1,987
R_138754790,0.0033932386577855975,Repo,1,R_138754790,224,138754790,duckdb/duckdb,5,230
R_57160728,0.0,Repo,1,R_57160728,4,57160728,,1,987
R_92969352,0.0,Repo,1,R_92969352,3,92969352,,1,987
R_429115636,0.0,Repo,1,R_429115636,1,429115636,,1,987
R_93163073,0.07142857142857142,Repo,1,R_93163073,8,93163073,,1,987
R_151068206,0.0,Repo,1,R_151068206,1,151068206,,1,987
R_463453836,0.0,Repo,1,R_463453836,1,463453836,,1,987
R_202379383,0.0,Repo,1,R_202379383,1,202379383,,1,987
R_167839176,0.0,Repo,1,R_167839176,1,167839176,,1,987
R_504030060,0.0,Repo,1,R_504030060,1,504030060,,1,987
R_642737900,0.0,Repo,1,R_642737900,1,642737900,,1,987
R_112302758,0.0,Repo,1,R_112302758,1,112302758,,1,987
R_456728202,0.0,Repo,1,R_456728202,1,456728202,,1,987
R_599928080,0.0,Repo,1,R_599928080,1,599928080,,1,987
R_308027791,0.0,Repo,1,R_308027791,2,308027791,,1,987
R_298565987,0.3333333333333333,Repo,1,R_298565987,3,298565987,,1,987
R_56128733,0.04411764705882353,Repo,1,R_56128733,19,56128733,apache/impala,0,1244
R_493497728,0.0,Repo,1,R_493497728,1,493497728,,1,987
R_149026292,0.0,Repo,1,R_149026292,1,149026292,,1,987
R_9342529,0.01956636700158646,Repo,1,R_9342529,64,9342529,crate/crate,4,273
R_521438915,0.0,Repo,1,R_521438915,2,521438915,,1,987
R_34428627,0.0,Repo,1,R_34428627,1,34428627,,1,987
R_536473565,0.0,Repo,1,R_536473565,1,536473565,,1,987
R_2211243,0.06666666666666667,Repo,1,R_2211243,6,2211243,,0,1244
R_372172254,0.0,Repo,1,R_372172254,2,372172254,,1,987
R_98498455,0.0,Repo,1,R_98498455,1,98498455,,1,987
R_357284448,0.0,Repo,1,R_357284448,3,357284448,,1,987
