DBMS_urnform,X_DBMS_urnform,Y_DBMS_urnform,match_state,manu_labeled_flag,DBMS_common_name,category_label,Written in,Query Interface,System Architecture,Developer,Country of Origin,initial_release_year,current_release_year,Project Type,License_info,github_repo_link,github_repo_id,open_source_license,Score_Oct-2024,Rank_Oct-2024,repo_created_at
3store,3store,,X_Single,Y_auto,3store,RDF,C,SPARQL,Shared-Everything,Southampton University,GB,2003,2006,"Academic,Open Source",GPL v2,-,-,Y,,,-
4store,4store,4store,Normal,Y_auto,4store,RDF,C,SPARQL,,,GB,2009,,Open Source,GPL v3,4store/4store,248094,Y,0.5,248,2009-07-10T16:15:43Z
abhot,abhot,,X_Single,Y_auto,abhot,,Java,,,,CN,2017,2017,"Academic,Open Source",Apache v2,quqiangsheng/abhot,95753144,Y,,,2017-06-29T07:57:34Z
accumulo,accumulo,apache-accumulo,Fuzzy:Normal,Y,Apache Accumulo,Wide column,Java,"Custom API,Command-line / Shell",Shared-Disk,US National Security Agency,US,2008,2022,Open Source,Apache v2,apache/accumulo,2524488,Y,3.31,82,2011-10-06T07:00:09Z
acebase,acebase,acebase,Normal,Y_auto,AceBase,Document,TypeScript,Custom API,"Shared-Everything,Embedded",Ewout Stortenbeker,NL,2018,,"Hobby,Open Source",MIT,appy-one/acebase,137869753,Y,0.01,372,2018-06-19T09:28:07Z
acedb,acedb,,X_Single,Y_auto,AceDB,,C,,,"Richard M. Durbin, Jean Thierry-Mieg",GB,1989,2018,"Academic,Open Source","GPL v2,LGPL v2",richarddurbin/acedb,71249290,Y,,,2016-10-18T13:08:07Z
actordb,actordb,actordb,Normal,Y_auto,ActorDB,Relational,Erlang,"Custom API,SQL",Shared-Nothing,Biokoda,SI,2014,,"Commercial,Open Source",Mozilla Public License 2.0,biokoda/actordb,16109206,Y,0.0,388,2014-01-21T16:41:23Z
aerospike,aerospike,aerospike,Normal,Y_auto,Aerospike,Key-value,C,Custom API,Shared-Nothing,"Aerospike, Inc.",US,2009#dbdbio>|<dbengines#2012,2024,"Commercial,Open Source",AGPL v3 and AGPL Licenses; open sourced in June 2014; commercial Enterprise Edition available,aerospike/aerospike-server,124315604,Y,5.57,60,2018-03-08T00:59:46Z
agatedb,agatedb,,X_Single,Y_auto,AgateDB,Key-value,Rust,Custom API,Embedded,PingCAP,CN,2019,,"Industrial Research,Open Source",Apache v2,tikv/agatedb,184227406,Y,,,2019-04-30T08:54:17Z
agedb,agedb,,X_Single,Y_auto,AGEDB,Graph,C,"SQL,Cypher",,Apache,CA,2019,,"Commercial,Open Source",Apache v2,apache/age,276293034,Y,,,2020-07-01T06:15:47Z
agensgraph,agensgraph,agensgraph,Normal,Y_auto,AgensGraph,"Relational,Key-value,Document,Graph",C,"SQL,Cypher",Shared-Everything,Bitnine Global Inc.,US,2013#dbdbio>|<dbengines#2016,2018,"Commercial,Open Source",Apache v2,bitnine-oss/agensgraph,57401138,Y,0.16,322,2016-04-29T17:19:07Z
akdb,akdb,,X_Single,Y_auto,AKDB,Relational,C,SQL,Shared-Everything,University of Zagreb,HR,2009,,"Academic,Educational,Open Source",,minovakovi/akdb,463071559,Y,,,2022-02-24T08:44:20Z
akumuli,akumuli,,X_Single,Y_auto,Akumuli,,C++,Custom API,,,RU,2013,,Open Source,Apache v2,akumuli/Akumuli,16326644,Y,,,2014-01-28T21:31:20Z
akutan,akutan,,X_Single,Y_auto,Akutan,RDF,Go,Custom API,Shared-Nothing,eBay,US,2019,,"Industrial Research,Open Source",Apache v2,eBay/akutan,179586596,Y,,,2019-04-04T22:32:19Z
alasql,alasql,alasql,Normal,Y_auto,AlaSQL,"Relational,Document",JavaScript,SQL,,Andrey Gershun & Mathias R. Wulff,RU,2014,,Open Source,MIT,AlaSQL/alasql,25780780,Y,0.41,262,2014-10-26T16:30:37Z
alchemydb,alchemydb,,X_Single,Y_auto,AlchemyDB,Relational,C,SQL,Shared-Everything,Russell Sullivan,US,2010,2012,"Commercial,Open Source",AGPL v3,JakSprats/Alchemy-Database,858418,Y,,,2010-08-24T05:32:36Z
alenka,alenka,,X_Single,Y_auto,Alenka,Relational,C,SQL,,,US,2012,2017,Open Source,Apache v2,antonmks/Alenka,3927863,Y,,,2012-04-04T11:01:00Z
angstromdb,angstromdb,,X_Single,Y_auto,AngstromDB,Key-value,C,,,Amaury Bouchard,FR,2013,2013,"Hobby,Open Source",Apache v2,Amaury/AngstromDB,12991321,Y,,,2013-09-21T07:27:53Z
annadb,annadb,,X_Single,Y_auto,AnnaDB,Document,Rust,Custom API,Shared-Everything,Roman Right,DE,2021,,"Hobby,Open Source",Apache v2,Anna-Team/AnnaDB,522606931,Y,,,2022-08-08T15:31:49Z
anndb,anndb,,X_Single,Y_auto,AnnDB,Vector,Go,HTTP / REST,Shared-Nothing,Marek Galovic,CZ,2020,,"Commercial,Open Source",Apache v2,marekgalovic/anndb,242383787,Y,,,2020-02-22T17:37:56Z
antdb,antdb,antdb,Normal,Y_auto,AntDB,"Object Oriented,Relational",C,SQL,,AsiaInfo Technologies Limited,CN,,,"Commercial,Open Source",Apache v2,ADBSQL/AntDB,107504377,Y#dbdbio>|<dbengines#N,0.09,340,
antidote,antidote,,X_Single,Y_auto,Antidote,Key-value,Erlang,SQL,,SyncFree European Project,FR,2015,,"Academic,Open Source",Apache v2,AntidoteDB/antidote,17826843,Y,,,2014-03-17T12:15:01Z
aodbm,aodbm,,X_Single,Y_auto,AODBM,,C,,,Daniel Waterworth,GB,2011,2011,Open Source,LGPL v3,DanielWaterworth/AODBM,1467491,Y,,,2011-03-11T10:07:37Z
arakoon,arakoon,,X_Single,Y_auto,Arakoon,Key-value,Ocaml,Custom API,Shared-Nothing,Incubaid,BE,2010,2015,Open Source,Apache v2,Incubaid/arakoon,3019304,Y,,,2011-12-20T12:25:30Z
arangodb,arangodb,arangodb,Normal,Y_auto,ArangoDB,"Key-value,Document,Graph",C++,"Custom API,HTTP / REST,Command-line / Shell",Shared-Nothing,ArangoDB Inc.,DE,2011#dbdbio>|<dbengines#2012,2023,"Commercial,Open Source",Apache v2; Commercial license (Enterprise) available,arangodb/arangodb,2649214,Y,3.44,81,2011-10-26T06:42:00Z
arcadedb,arcadedb,arcadedb,Normal,Y_auto,ArcadeDB,"Key-value,Document,Graph,Time Series",Java,"SQL,Cypher,HTTP / REST","Shared-Everything,Embedded",Arcade Data Ltd,GB,2021,2021,"Commercial,Open Source",Apache v2.0,ArcadeData/arcadedb,396867188,Y,0.01,379,2021-08-16T16:01:29Z
arcticdb,arcticdb,,X_Single,Y_auto,ArcticDB,Relational,C++,Custom API,Embedded,Man Group,GB,2018,,Open Source,Business Source License,man-group/ArcticDB,564689243,Y,,,2022-11-11T09:09:46Z
ardb,ardb,,X_Single,Y_auto,Ardb,Key-value,C++,Custom API,,Yinqi Wen,CN,2013,,Open Source,BSD,yinqiwen/ardb,9048279,Y,,,2013-03-27T06:49:40Z
aresdb,aresdb,,X_Single,Y_auto,AresDB,Relational,"C,C++,Go",Custom API,Shared-Disk,Uber,US,2018,2020,Open Source,Apache v2,uber/aresdb,149626591,Y,,,2018-09-20T14:56:46Z
asami,asami,,X_Single,Y_auto,Asami,Graph,Clojure,Custom API,Shared-Everything,"Cisco, Paula Gearon",US,2018,,"Hobby,Open Source",Eclipse Public License,quoll/asami,131763823,Y,,,2018-05-01T21:14:38Z
assassin,assassin,,X_Single,Y_auto,Assassin,Key-value,JavaScript,Custom API,Shared-Nothing,Ender Minyard,US,2020,,Open Source,MIT,genderev/assassin,292049131,Y,,,2020-09-01T16:24:24Z
asterixdb,asterixdb,,X_Single,Y_auto,AsterixDB,Document,Java,Custom API,Shared-Nothing,University of California-Irvine and University of California-Riverside,US,2009,,"Academic,Open Source",Apache v2,apache/asterixdb,31976266,Y,,,2015-03-10T19:06:29Z
atlas,atlas,,X_Single,Y_auto,Atlas,,Scala,Custom API,,Netflix,US,2014,,Open Source,Apache License 2.0,Netflix/atlas,22631422,Y,,,2014-08-05T05:23:04Z
averagedb,averagedb,,X_Single,Y_auto,AverageDB,Document,TypeScript,HTTP / REST,,Average Labs LLC,US,2024,,"Hobby,Open Source",Apache v2,joswayski/averagedatabase,811062736,Y,,,2024-06-05T21:38:36Z
aviondb,aviondb,,X_Single,Y_auto,AvionDB,Document,JavaScript,Custom API,Shared-Nothing,DappKit,"IN,US",2020,2020,"Commercial,Open Source",MIT,dappkit/aviondb,249981301,Y,,,2020-03-25T13:08:13Z
awadb,awadb,,X_Single,Y_auto,AwaDB,"Document,Vector",C++,Custom API,,,CN,2023,,Open Source,Apache v2,awa-ai/awadb,642912355,Y,,,2023-05-19T16:22:02Z
axion,axion,,X_Single,Y_auto,Axion,Relational,Java,SQL,Embedded,,US,2002,2007,Open Source,-,-,-,Y,,,-
babudb,babudb,,X_Single,Y_auto,BabuDB,Key-value,"C++,Java",Custom API,Embedded,Zuse Institute Berlin,DE,2008,2022,"Academic,Open Source",,xtreemfs/babudb,20433978,Y,,,2014-06-03T07:47:09Z
badgerdb,badgerdb,badger,Fuzzy:Normal,Y,BadgerDB,Key-value,Go,Custom API,Embedded,Dgraph,US,2017,,Open Source,Apache v2.0,dgraph-io/badger,80087836,Y,0.2,307,2017-01-26T05:09:49Z
bagri,bagri,,X_Single,Y_auto,Bagri,Document,Java,,,,RU,2014,2019,Open Source,Apache v2,dsukhoroslov/bagri,17684716,Y,,,2014-03-12T21:26:47Z
baikaldb,baikaldb,,X_Single,Y_auto,BaikalDB,Relational,C++,SQL,Shared-Nothing,Baidu,CN,2018,,Open Source,Apache v2,baidu/BaikalDB,143436277,Y,,,2018-08-03T14:19:12Z
bangdb,bangdb,bangdb,Normal,Y_auto,BangDB,Key-value#dbdbio>|<dbengines#Document,C,,"Shared-Everything,Embedded","IQLECT#dbdbio>|<dbengines#Sachin Sinha, BangDB",IN,2015#dbdbio>|<dbengines#2012,2021,"Commercial,Open Source",BSD 3,sachin-sinha/BangDB,34056205,Y,0.06,353,2015-04-16T13:05:12Z
basex,basex,basex,Normal,Y_auto,BaseX,Document#dbdbio>|<dbengines#Native XML,Java,XQuery,,BaseX GmbH,DE,2007,2024,"Academic,Open Source",BSD,BaseXdb/basex,1374129,Y,1.6,141,2011-02-16T15:02:14Z
bayesdb,bayesdb,,X_Single,Y_auto,BayesDB,,Python,,,Massachusetts Institute of Technology,US,2015,,"Academic,Open Source",Apache v2,probcomp/bayeslite,25949241,Y,,,2014-10-30T01:26:34Z
bbolt,bbolt,,X_Single,Y_auto,bbolt,Key-value,Go,,,CoreOS,US,2017,,Open Source,MIT,etcd-io/bbolt,94593596,Y,,,2017-06-17T01:42:09Z
bboxdb,bboxdb,,X_Single,Y_auto,BBoxDB,Array,Java,"Custom API,Command-line / Shell",Shared-Nothing,Jan Nidzwetzki,DE,2015,,Open Source,Apache v2,jnidzwetzki/bboxdb,45732002,Y,,,2015-11-07T10:28:59Z
beagle-sql,beagle-sql,,X_Single,Y_auto,Beagle SQL,"Relational,Object Oriented",C++,SQL,Shared-Everything,"Robert Klein, Jean-Claude Magras",US,1996,1999,Open Source,,jonahharris/osdb-beaglesql,119234782,Y,,,2018-01-28T06:40:09Z
bedrock,bedrock,,X_Single,Y_auto,Bedrock,Relational,C++,"SQL,Command-line / Shell","Shared-Disk,Embedded",Expensify,US,2016,,Open Source,LGPL v3,Expensify/Bedrock,67904342,Y,,,2016-09-11T01:55:45Z
bergdb,bergdb,bergdb,Normal,Y_auto,BergDB,Document#dbdbio>|<dbengines#Key-value,Java,,Embedded,Frans Lundberg,SE,2013,,Open Source,AGPL v3,bergdb/bergdb,88422672,Y,0.0,388,2017-04-16T15:31:47Z
beringei,beringei,,X_Single,Y_auto,Beringei,Key-value,C++,Custom API,Shared-Nothing,Facebook,US,2015,2017,Open Source,BSD,facebookarchive/beringei,70541093,Y,,,2016-10-11T00:45:02Z
berkeley-db,berkeley-db,oracle-berkeley-db,Fuzzy:Normal,Y,Oracle Berkeley DB,"Key-value,Document",,"Custom API,SQL,PL/SQL",Embedded,Sleepycat Software#dbdbio>|<dbengines#Oracle,US,1994,2020,"Commercial,Open Source","AGPL v3,Apache v2; commercial license available",berkeleydb/libdb,2380364,Y,1.86,127,2011-09-13T18:37:21Z
beryldb,beryldb,,X_Single,Y_auto,BerylDB,Key-value,C++,Custom API,,Beryl Labs,CL,2021,,"Hobby,Open Source",BSD,beryldb/beryldb,-,Y,,,
bigchaindb,bigchaindb,bigchaindb,Normal,Y_auto,BigchainDB,"Key-value,Document",Python,HTTP / REST,Shared-Nothing,BigchainDB GmbH,DE,2015#dbdbio>|<dbengines#2016,2022,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#AGPL v3,bigchaindb/bigchaindb,51290852,Y,0.76,215,2016-02-08T10:12:58Z
binaryrage,binaryrage,,X_Single,Y_auto,BinaryRage,Key-value,C#,Custom API,Embedded,Michael Christensen,DK,2012,2016,"Hobby,Open Source",,mchidk/BinaryRage,5494148,Y,,,2012-08-21T11:31:01Z
bitcask,bitcask,,X_Single,Y_auto,Bitcask,Key-value,Go,Custom API,Embedded,James Mills,AU,2019,,Open Source,MIT,prologic/bitcask,385283362,Y,,,2021-07-12T14:52:18Z
bitsy,bitsy,,X_Single,Y_auto,Bitsy,Graph,Java,Gremlin,Embedded,LambdaZen LLC,US,2013,,Open Source,Apache v2,lambdazen/bitsy,85236158,Y,,,2017-03-16T19:54:58Z
blackray,blackray,,X_Single,Y_auto,BlackRay,Relational,C++,SQL,Shared-Everything,"SoftMethod, Deutsche Telekom",DE,2005,2013,"Commercial,Open Source",GPL v2,-,-,Y,,,-
blazegraph,blazegraph,blazegraph,Normal,Y_auto,Blazegraph,"Graph,RDF",Java,SPARQL,Shared-Nothing,"SYSTAP, LLC.#dbdbio>|<dbengines#Blazegraph",US,2006,2022#dbdbio>|<dbengines#2019,"Commercial,Open Source",GPL v2#dbdbio>|<dbengines#extended commercial license available,blazegraph/database,48451041,Y,0.74,219,2015-12-22T19:52:44Z
blazingsql,blazingsql,,X_Single,Y_auto,BlazingSQL,Relational,C++,SQL,Shared-Nothing,BlazingDB,PE,2015,2021,"Commercial,Open Source","Apache v2,Proprietary",blazingdb/pyBlazing,150149024,Y,,,2018-09-24T18:25:45Z
blinkdb,blinkdb,,X_Single,Y_auto,BlinkDB,Relational,,SQL,Shared-Disk,"University of California-Berkeley, Massachusetts Institute of Technology",US,2012,2014,"Academic,Open Source",Apache v2,sameeragarwal/blinkdb,2529750,Y,,,2011-10-07T00:24:33Z
blueflood,blueflood,blueflood,Normal,Y_auto,Blueflood,Time Series,Java,,,Rackspace,US,2013,,Open Source,Apache v2.0,rackerlabs/blueflood,10081109,Y,0.06,351,2013-05-15T14:50:39Z
bojack,bojack,,X_Single,Y_auto,BoJack,Key-value,Crystal,Command-line / Shell,Shared-Everything,Marcelo Boeira,DE,2016,2018,Open Source,MIT,marceloboeira/bojack,62980788,Y,,,2016-07-10T04:04:44Z
boltdb,boltdb,boltdb,Normal,Y_auto,BoltDB,Key-value,Go,Custom API,Embedded,Ben Johnson,US,2013,2017,Open Source,MIT,boltdb/bolt,15345331,Y,0.66,226,2013-12-20T18:26:14Z
bonsaidb,bonsaidb,,X_Single,Y_auto,BonsaiDb,Key-value,Rust,,"Shared-Everything,Embedded",Khonsu Labs,US,2021,,Open Source,"Apache v2,MIT",khonsulabs/bonsaidb,349627612,Y,,,2021-03-20T04:35:24Z
brightstardb,brightstardb,brightstardb,Normal,Y_auto,BrightstarDB,RDF,C#,,,,GB,2012,,Open Source,MIT,BrightstarDB/BrightstarDB,8335020,Y,0.0,388,2013-02-21T12:52:27Z
btdb,btdb,,X_Single,Y_auto,BTDB,"Key-value,Object Oriented",C#,Custom API,,Boris Letocha,CZ,2010,,Open Source,MIT,Bobris/BTDB,681142,Y,,,2010-05-22T22:23:23Z
btrdb,btrdb,,X_Single,Y_auto,BTrDB,Relational,Go,,Shared-Disk,"University of California, Berkeley",US,2014,2021,"Academic,Open Source",GPL v3,BTrDB/btrdb-server,22427082,Y,,,2014-07-30T12:36:26Z
bugfruit,bugfruit,,X_Single,Y_auto,bugfruit,Key-value,Go,Custom API,Embedded,Reese Porter,US,2022,,"Hobby,Open Source",BSD,reesporte/bugfruit,494545073,Y,,,2022-05-20T17:02:22Z
buntdb,buntdb,,X_Single,Y_auto,BuntDB,Key-value,Go,,Embedded,Josh Baker,US,2016,,Open Source,MIT,tidwall/buntdb,63731386,Y,,,2016-07-19T22:11:40Z
bustub,bustub,,X_Single,Y_auto,BusTub,Relational,C++,SQL,,Carnegie Mellon University,US,2019,,"Academic,Educational,Open Source",MIT,cmu-db/bustub,207663235,Y,,,2019-09-10T21:06:59Z
byconity,byconity,,X_Single,Y_auto,ByConity,Relational,C++,SQL,Shared-Disk,ByteDance,CN,2020,,"Commercial,Open Source",Apache v2,ByConity/ByConity,581145740,Y,,,2022-12-22T11:50:32Z
c-store,c-store,,X_Single,Y_auto,C-Store,Relational,C++,SQL,Shared-Nothing,"Massachusetts Institute of Technology, Brown University",US,2005,2008,"Academic,Open Source",BSD,eyalroz/c-store,196702393,Y,,,2019-07-13T09:17:41Z
cachegrand,cachegrand,,X_Single,Y_auto,Cachegrand,Key-value,C,HTTP / REST,,Cachegrand,CH,2018,,"Commercial,Open Source",BSD,danielealbano/cachegrand,125234630,Y,,,2018-03-14T15:33:02Z
calvin,calvin,,X_Single,Y_auto,Calvin,Relational,C++,,,Yale University,US,2012,2015,"Academic,Open Source",,yaledb/calvin,19503320,Y,,,2014-05-06T17:14:16Z
camadb,camadb,,X_Single,Y_auto,CamaDB,Document,TypeScript,Custom API,Embedded,Jack Martin,,2021,,"Hobby,Open Source",MIT,elmarti/camadb,411979983,Y,,,2021-09-30T08:16:18Z
caskdb,caskdb,,X_Single,Y_auto,CaskDB,Key-value,Python,,Embedded,Avinash Sajjanshetty,IN,2022,,"Educational,Open Source",MIT,avinassh/py-caskdb,457763204,Y,,,2022-02-10T12:04:01Z
cassandra,cassandra,apache-cassandra,Fuzzy:Normal,Y,Apache Cassandra,"Wide column,Key-value",Java,Custom API,Shared-Nothing,Apache Software Foundation,US,2008,2024,Open Source,Apache v2,apache/cassandra,206424,Y,97.61,11,2009-05-21T02:10:09Z
castledb,castledb,,X_Single,Y_auto,CastleDB,Document,Haxe,HTTP / REST,,Nicolas Cannasse,FR,2012,,Open Source,ISC License,ncannasse/castle,5912693,Y,,,2012-09-22T11:57:28Z
cayley,cayley,,X_Single,Y_auto,Cayley,RDF,Go,"GraphQL,Gremlin",,Google,US,2014,,Open Source,Apache v2,cayleygraph/cayley,20537104,Y,,,2014-06-05T18:49:41Z
cdb,cdb,,X_Single,Y_auto,cdb,Key-value,,,Shared-Everything,D. J. Bernstein,US,,2000,Open Source,Public Domain,jbarham/cdb,3914539,,,,2012-04-03T04:12:11Z
chaozzdb,chaozzdb,,X_Single,Y_auto,chaozzDB,,PHP,SQL,Embedded,Elmar Wenners,NL,2008,2019,"Hobby,Open Source",Creative Commons License,chaozznl/chaozzDB,181762826,Y,,,2019-04-16T20:33:05Z
chdb,chdb,chdb,Normal,Y_auto,chDB,Relational,C++,SQL,Embedded,Auxten Wang,SG,2023,,Open Source,Apache v2,chdb-io/chdb,606433492,Y,0.05,354,2023-02-25T13:35:14Z
cheetah,cheetah,,X_Single,Y_auto,Cheetah,Relational,Visual Basic,Custom API,Embedded,PlanetSquires Software,CA,2005,2012,Open Source,GPL v2,-,-,Y,,,-
chroma,chroma,chroma,Normal,Y_auto,Chroma,Document#dbdbio>|<dbengines#Vector,Python,Custom API,"Shared-Everything,Embedded",Chroma Inc.#dbdbio>|<dbengines#Chroma,US,2022,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache-2.0 license,chroma-core/chroma,546206616,Y,1.87,125,2022-10-05T17:58:44Z
chromem-go,chromem-go,,X_Single,Y_auto,chromem-go,Vector,Go,Custom API,Embedded,Philipp Gillé,DE,2023,,"Hobby,Open Source",AGPL v3,philippgille/chromem-go,735283134,Y,,,2023-12-24T10:50:18Z
chromodb,chromodb,,X_Single,Y_auto,ChromoDB,Key-value,Go,Custom API,Shared-Everything,Alex Gaetano Padula,CA,2024,,"Hobby,Open Source",GPL v3,chromodb/chromodb,747399975,Y,,,2024-01-23T21:12:08Z
chronicle-map,chronicle-map,,X_Single,Y_auto,Chronicle Map,Key-value,Java,,,Chronicle Software,GB,2014,,"Commercial,Open Source",LGPL v3,OpenHFT/Chronicle-Map,21985130,Y,,,2014-07-18T15:33:57Z
chronix,chronix,,X_Single,Y_auto,Chronix,,Java,Custom API,,QAware,DE,2015,2019,"Commercial,Open Source",Apache v2,ChronixDB/chronix.server,43548435,Y,,,2015-10-02T11:04:02Z
citus,citus,citus,Normal,Y_auto,Citus,Relational,C,SQL,Shared-Nothing,Citus Data,"TR,US",2010,2018,"Commercial,Open Source",AGPL v3; commercial license also available,citusdata/citus,50874442,Y,2.06,117,2016-02-01T21:58:39Z
clickhouse,clickhouse,clickhouse,Normal,Y_auto,ClickHouse,Relational,C++,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,Yandex#dbdbio>|<dbengines#Clickhouse Inc.,RU,2016,2024,"Commercial,Open Source",Apache v2.0,ClickHouse/ClickHouse,60246359,Y,16.25,37,2016-06-02T08:28:18Z
closevector,closevector,,X_Single,Y_auto,CloseVector,"Document,Vector",,HTTP / REST,Embedded,"MegaPortal, Inc.",CN,2023,,"Commercial,Open Source",Apache v2,-,-,Y,,,-
cloudberry-database,cloudberry-database,,X_Single,Y_auto,Cloudberry Database,"Object Oriented,Relational",C,SQL,Shared-Nothing,HashData Technology Limited.,CN,2023,,"Commercial,Open Source",Apache v2,cloudberrydb/cloudberrydb,644742603,Y,,,2023-05-24T06:58:16Z
cloudkit,cloudkit,cloudkit,Normal,Y_auto,CloudKit,Document,,,,,US,2008#dbdbio>|<dbengines#2016,2011,Open Source,MIT,jcrosby/cloudkit,4859,Y,1.86,129,2008-03-21T21:36:32Z
cloverdb,cloverdb,,X_Single,Y_auto,CloverDB,Document,Go,Custom API,Shared-Everything,Stefano Scafiti,IT,2022,,"Hobby,Open Source",MIT,ostafen/clover,453191009,Y,,,2022-01-28T19:25:23Z
cnosdb,cnosdb,cnosdb,Normal,Y_auto,CnosDB,Relational#dbdbio>|<dbengines#Time Series,Rust,SQL,Shared-Disk,CnosDB,CN,2021#dbdbio>|<dbengines#2022,2023,"Commercial,Open Source",AGPL v3.0,cnosdb/cnosdb,420965027,Y,0.3,280,2021-10-25T09:47:14Z
cockroachdb,cockroachdb,cockroachdb,Normal,Y_auto,CockroachDB,Relational,Go,SQL,Shared-Nothing,Cockroach Labs,US,2014#dbdbio>|<dbengines#2015,2024,"Commercial,Open Source","Business Source License#dbdbio>|<dbengines#Apache 2.0, commercial license available",cockroachdb/cockroach,16563587,Y,4.85,64,2014-02-06T00:18:47Z
codernitydb,codernitydb,,X_Single,Y_auto,CodernityDB,Key-value,Python,HTTP / REST,Shared-Everything,Codernity.com,PL,2011,,Open Source,Apache v2,perchouli/codernitydb,6714651,Y,,,2012-11-16T01:22:35Z
cogadb,cogadb,,X_Single,Y_auto,CoGaDB,Relational,C++,SQL,Shared-Everything,TU Berlin,DE,2012,2020,"Academic,Open Source",GPL v3,-,-,Y,,,-
cogdb,cogdb,,X_Single,Y_auto,CogDB,RDF,Python,Custom API,Embedded,Arun Mahendra,CA,2017,,"Hobby,Open Source",MIT,arun1729/cog,111333972,Y,,,2017-11-19T21:35:00Z
column,column,,X_Single,Y_auto,Column,Relational,Go,Custom API,Embedded,Roman Atachiants,AE,2021,,"Hobby,Open Source",MIT,kelindar/column,371172777,Y,,,2021-05-26T21:27:45Z
comdb2,comdb2,comdb2,Normal,Y_auto,Comdb2,Relational,C,SQL,,Bloomberg#dbdbio>|<dbengines#Bloomberg Finance L.P.,US,2004,,Open Source,Apache v2.0,bloomberg/comdb2,91593042,Y,0.33,277,2017-05-17T15:39:23Z
compass,compass,,X_Single,Y_auto,Compass,"Document,Object Oriented",Java,Custom API,Shared-Everything,Shay Banon,GB,2006,2009,Open Source,Apache v2,kimchy/compass,1776883,Y,,,2011-05-20T14:48:11Z
composedb,composedb,,X_Single,Y_auto,ComposeDB,Graph,TypeScript,GraphQL,,3Box Labs,IE,2022,,Open Source,"Apache v2,MIT",ceramicstudio/js-composedb,511030127,Y,,,2022-07-06T07:15:37Z
computedb,computedb,tibco-computedb,Fuzzy:Normal,Y,ComputeDB,Relational,Java,SQL,,Tibco,US,2015,,"Commercial,Open Source",Apache v2.0,SnappyDataInc/snappydata,42580991,Y,0.19,313,2015-09-16T10:36:36Z
conceptbasecc,conceptbasecc,,X_Single,Y_auto,ConceptBase.cc,Object Oriented,,Datalog,,"University of Skövde, University of Aachen","DE,SE",1995,,"Academic,Open Source",BSD,-,-,Y,,,-
concourse,concourse,,X_Single,Y_auto,Concourse,Document,Java,Custom API,,Cinchapi Inc.,US,2012,,"Commercial,Open Source",Apache v2,cinchapi/concourse,13353426,Y,,,2013-10-05T22:12:00Z
condensation,condensation,,X_Single,Y_auto,Condensation,Object Oriented,Java,Custom API,,,CH,2020,,Open Source,Apache v2,CondensationDB/Condensation-java,329729926,Y,,,
consus,consus,,X_Single,Y_auto,Consus,Key-value,C++,Custom API,Shared-Nothing,Cornell University,US,2015,2018,"Academic,Open Source",BSD,rescrv/Consus,76373812,Y,,,2016-12-13T15:55:00Z
consus-java,consus-java,,X_Single,Y_auto,Consus,"Object Oriented,Relational",Java,,Embedded,Konstantin Knizhnik,RU,2004,,Open Source,BSD,-,-,Y,,,-
coreobject,coreobject,,X_Single,Y_auto,CoreObject,Object Oriented,Objective-C,Custom API,,Étoilé Project,FR,2007,,"Academic,Open Source",MIT,etoile/CoreObject,15001136,Y,,,2013-12-07T06:34:10Z
couchbase,couchbase,couchbase,Normal,Y_auto,Couchbase,"Document,Key-value","C,C++,Erlang,Go",Custom API,Shared-Nothing,"Couchbase, Inc.",US,2010#dbdbio>|<dbengines#2011,2023,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Business Source License (BSL 1.1); Commercial licenses also available,couchbase/couchbase-lite-core,66783145,Y,17.1,34,2016-08-28T18:07:47Z
couchdb,couchdb,couchdb,Normal,Y_auto,CouchDB,Document,Erlang,HTTP / REST,Shared-Nothing,Damien Katz#dbdbio>|<dbengines#Apache Software Foundation,US,2005,2023,Open Source,Apache v2,apache/couchdb,206417,Y,7.53,46,2009-05-21T02:03:38Z
covenantsql,covenantsql,covenantsql,Normal,Y_auto,CovenantSQL,Relational,Go,SQL,Shared-Nothing,Covenant Labs,CN,2018,,"Commercial,Open Source",Apache v2,CovenantSQL/CovenantSQL,129072319,Y,0.0,388,2018-04-11T09:52:58Z
cozodb,cozodb,,X_Single,Y_auto,CozoDB,Relational,Rust,Datalog,Embedded,Ziyang Hu,GB,2022,,"Hobby,Open Source",Mozilla Public License,cozodb/cozo,551374215,Y,,,2022-10-14T09:28:11Z
cql,cql,,X_Single,Y_auto,CQL++,Relational,C++,,"Shared-Everything,Embedded",Machine Independent Software Corporation,US,1994,2011,"Commercial,Open Source","GPL v2,Proprietary",-,-,Y,,,-
cqlite,cqlite,,X_Single,Y_auto,CQLite,Graph,Rust,Cypher,Embedded,Tilman Roeder,GB,2021,,"Hobby,Open Source",MIT,dyedgreen/cqlite,402209532,Y,,,2021-09-01T21:37:15Z
cratedb,cratedb,cratedb,Normal,Y_auto,CrateDB,Document,Java,"SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,Crate.io,AT,2014#dbdbio>|<dbengines#2013,2024,"Commercial,Open Source",Apache v2,crate/crate,9342529,Y,0.68,224,2013-04-10T09:17:16Z
